350
t_index,tf-idf
13,0.019819590738426734
243,0.07641051448459922
322,0.023225182906343164
358,0.0247144507159516
397,0.029936091189132992
637,0.05351112003417728
648,0.046800211751387454
682,0.022447666215728874
902,0.03392567002734205
942,0.030546777634598718
1039,0.05351112003417728
1095,0.028128089335515697
1104,0.03234205316963195
1152,0.03319353236376279
1185,0.03594894823901907
1290,0.050541495811503086
1315,0.031946065138291735
1316,0.032548376517662084
1319,0.03297932401634488
1322,0.024432723886643425
1479,0.023524162969783997
1527,0.0312130544380454
1529,0.0312130544380454
1675,0.05351112003417728
1800,0.0315703933321905
1827,0.04172360561165513
1848,0.02897644091561755
2039,0.026224161855698182
2040,0.05769812777521948
2062,0.17350626216654938
2068,0.042032752376521626
2071,0.030707751026574436
2167,0.026773719145026017
2285,0.0635116416373574
2288,0.0398020511810852
2479,0.07483731861872853
2525,0.02596411106464354
2567,0.04172360561165513
2596,0.03664699947192282
2795,0.050541495811503086
2831,0.026136448298313082
2876,0.024363953479942815
2943,0.03594894823901907
2993,0.022553812921535223
3086,0.02358545198436505
3100,0.029936091189132992
3129,0.04172360561165513
3132,0.0398020511810852
3146,0.04546488967177077
3152,0.026136448298313082
3333,0.0315703933321905
3346,0.0398020511810852
3376,0.0579528818312351
3469,0.01753086265916116
3531,0.09702615950889586
3654,0.04229511143193174
3659,0.02824343021537121
3664,0.026312938633597936
3666,0.029106072520987274
3695,0.051425956157991524
3815,0.06836535732143918
3817,0.08867178188036845
3891,0.04102555437875139
3903,0.04249526544909658
4006,0.029372428946957758
4099,0.03594894823901907
4113,0.07750796277796189
4126,0.04102555437875139
4261,0.07531348110991147
4277,0.041027924992993674
4291,0.03664699947192282
4309,0.04038828353203845
4362,0.04843451389444496
4442,0.03594894823901907
4522,0.02579573595955444
4629,0.030707751026574436
4640,0.03254446464440978
4743,0.04843451389444496
4745,0.024859485049400675
4746,0.02897644091561755
4839,0.03531167739230614
4840,0.03392567002734205
4851,0.021841196232384404
4887,0.05351112003417728
5103,0.01657310220490594
5166,0.03472544504135289
5299,0.038753981388980945
5327,0.037837287218090425
5416,0.16053336010253186
5417,0.07483731861872853
5601,0.030235071252573822
5724,0.03472544504135289
5801,0.0246429965442879
5834,0.026312938633597936
5836,0.09059669612389769
5837,0.08585239865587692
5838,0.054129554187152346
5842,0.04249526544909658
5975,0.03942000548240662
6001,0.03472544504135289
6044,0.06945089008270577
6157,0.0269664669664588
6419,0.029936091189132992
6507,0.04843451389444496
6542,0.0216971130052937
6586,0.026869458998559425
6629,0.07002994323277124
6715,0.030546777634598718
6722,0.031946065138291735
6992,0.03741865930936426
6999,0.05351112003417728
7005,0.020275115422932217
7086,0.05351112003417728
7110,0.05515430682384906
7136,0.027367882189231
7150,0.019185387533435027
7354,0.02067763398925913
7356,0.044335890940184225
7392,0.04546488967177077
7394,0.1068701513229931
7521,0.04756081324043618
7545,0.050541495811503086
7596,0.025007449566726538
7600,0.046800211751387454
7803,0.038753981388980945
7916,0.04843451389444496
7940,0.04335790775471265
7978,0.029372428946957758
8000,0.0317558208186787
8044,0.018985629846536966
8048,0.04546488967177077
8117,0.044335890940184225
8207,0.01691156481411154
8219,0.037837287218090425
8251,0.03138954477333025
8303,0.019185387533435027
8339,0.026773719145026017
8474,0.03444903508669007
8475,0.03297932401634488
8572,0.023166824075638894
8714,0.05351112003417728
8730,0.04102555437875139
8940,0.03008405570645885
8954,0.02008185897310919
9120,0.036289660577777716
9180,0.03562338377433103
9310,0.03392567002734205
9360,0.0312130544380454
9379,0.044335890940184225
9564,0.03741865930936426
9583,0.030235071252573822
9590,0.2948667931426591
9750,0.02146309966396923
9811,0.01875926321207658
9812,0.06480782561764219
9845,0.018148576766610847
9851,0.028479708592898154
9903,0.02416143381649693
9907,0.02757715341192453
10020,0.0398020511810852
10087,0.025235156855501914
10120,0.018539683761780834
10121,0.05580543575322513
10158,0.0315703933321905
10165,0.04368239246476881
10187,0.03594894823901907
10321,0.045214937597786956
10323,0.026312938633597936
10427,0.03276068107835811
10449,0.05351112003417728
10459,0.029509330026375735
10467,0.0807765670640769
10468,0.08205110875750278
10626,0.02757715341192453
10628,0.08205110875750278
10645,0.02508256811756426
10811,0.02340310245316584
10821,0.017266429803655402
10839,0.339922809962519
10872,0.04256225541383275
10874,0.04843451389444496
10897,0.04172360561165513
10954,0.0398020511810852
11038,0.05848687986646783
11115,0.026493787192458186
11311,0.03214138323330849
11326,0.03472544504135289
11475,0.06248698550714806
11618,0.04546488967177077
11646,0.050541495811503086
11726,0.0398020511810852
11746,0.023964363779239477
11768,0.030872342099286756
11769,0.028128089335515697
11772,0.019321651826824493
11775,0.07483731861872853
11776,0.019219216667493128
11778,0.10142848985376288
11790,0.03008405570645885
11850,0.03810322445053207
11883,0.18212448623696634
11893,0.0807765670640769
11894,0.036289660577777716
11925,0.03234205316963195
11945,0.03741865930936426
12018,0.07189789647803814
12202,0.036289660577777716
12244,0.02872386435166564
12260,0.04335790775471265
12276,0.042032752376521626
12301,0.05351112003417728
12429,0.09317119212889982
12434,0.04172360561165513
12436,0.025007449566726538
12437,0.0398020511810852
12489,0.02860076910951631
12524,0.07750796277796189
12761,0.02768407493862579
12774,0.01935611774691111
12787,0.019637844576219282
12830,0.052272896596626164
12880,0.029372428946957758
12881,0.0216971130052937
12937,0.09092977934354154
13061,0.06227128259714421
13062,0.019018546731169667
13070,0.037837287218090425
13072,0.05515430682384906
13091,0.033204695475248014
13113,0.023647258211933322
13187,0.04546488967177077
13360,0.021841196232384404
13431,0.03138954477333025
13436,0.0817963410896989
13502,0.026773719145026017
13558,0.054530894059799266
13763,0.05351112003417728
13808,0.036289660577777716
13832,0.04038828353203845
13892,0.05351112003417728
13992,0.062081434408751704
13994,0.046800211751387454
14046,0.045763615561940155
14050,0.022500547272192216
14139,0.02579573595955444
14252,0.03444903508669007
14291,0.027471770377929763
14343,0.022500547272192216
14371,0.04249526544909658
14523,0.03276068107835811
14642,0.10285191231598305
14698,0.058744857893915516
14706,0.03444903508669007
14715,0.09893797204903464
14732,0.06881379185649224
14733,0.0655235886971532
14789,0.10310343999470552
14905,0.08048041784847465
14913,0.0315703933321905
14927,0.03132672018773137
14932,0.017584914524435617
14962,0.0398020511810852
14968,0.02801453675856306
14983,0.044335890940184225
14989,0.07404534255604811
14991,0.044335890940184225
15096,0.06304912856478244
15132,0.022715974405735515
15183,0.030546777634598718
15187,0.02346338258359318
15215,0.060470142505147643
15220,0.0334372227671604
